Numero,Prenom,Nom,Match,Action,Niveau,Nb_actions
5,Candice,Barret,TOULON,RUCK,3,6.0
6,Zoe,Toustou,TOULON,RUCK,3,7.0
7,Elsa,Moutinho,TOULON,RUCK,3,12.0
8,Lise,Llach,TOULON,RUCK,3,10.0
9,Alice,Henaux,TOULON,RUCK,3,3.0
10,Heloïse,Seletti,TOULON,RUCK,3,2.0
11,Alessia,Coste,TOULON,RUCK,3,7.0
12,Maelys,Onillon,TOULON,RUCK,3,7.0
15,Jade,Guindé,TOULON,RUCK,3,1.0
16,Arwen,Lavuia,TOULON,RUCK,3,1.0
17,Cléa,Vauloup,TOULON,RUCK,3,3.0
18,Eva,Ould-Hadda,TOULON,RUCK,3,2.0
22,Zoe,Pages,TOULON,RUCK,3,4.0
15,Jade,Guindé,TOULON,JAP,0,4.0
9,Alice,Henaux,TOULON,JAP,2,1.0
12,Maelys,Onillon,TOULON,JAP,2,1.0
15,Jade,Guindé,TOULON,JAP,2,2.0
20,Alexia,Cazalbou,TOULON,JAP,2,1.0
12,Maelys,Onillon,TOULON,JAP,3,3.0
15,Jade,Guindé,TOULON,JAP,3,3.0
20,Alexia,Cazalbou,TOULON,JAP,3,2.0
6,Zoe,Toustou,TOULON,RECEPTION JAP,0,1.0
12,Maelys,Onillon,TOULON,RECEPTION JAP,0,1.0
15,Jade,Guindé,TOULON,RECEPTION JAP,0,1.0
10,Heloïse,Seletti,TOULON,RECEPTION JAP,1,1.0
15,Jade,Guindé,TOULON,RECEPTION JAP,1,2.0
18,Eva,Ould-Hadda,TOULON,RECEPTION JAP,1,1.0
11,Alessia,Coste,TOULON,RECEPTION JAP,2,1.0
15,Jade,Guindé,TOULON,RECEPTION JAP,2,1.0
4,Adèle,Lachurie,TOULON,RECEPTION JAP,3,1.0
11,Alessia,Coste,TOULON,RECEPTION JAP,3,2.0
14,Mado,Bidard,TOULON,RECEPTION JAP,3,1.0
15,Jade,Guindé,TOULON,RECEPTION JAP,3,6.0
20,Alexia,Cazalbou,TOULON,RECEPTION JAP,3,1.0
22,Zoe,Pages,TOULON,RECEPTION JAP,3,1.0
3,Malia,Taofifenua,BRIVE,DUEL,0,2.0
4,Adèle,Lachurie,BRIVE,DUEL,0,1.0
5,Candice,Barret,BRIVE,DUEL,0,1.0
11,Alessia,Coste,BRIVE,DUEL,0,1.0
13,Zoe,Pages,BRIVE,DUEL,0,1.0
14,Mado,Bidard,BRIVE,DUEL,0,3.0
17,Justine,Pradel,BRIVE,DUEL,0,1.0
22,Charlotte,Quilici,BRIVE,DUEL,0,1.0
1,Cléa,Vauloup,BRIVE,DUEL,1,1.0
3,Malia,Taofifenua,BRIVE,DUEL,1,1.0
6,Moea,Lickel,BRIVE,DUEL,1,1.0
7,Zoe,Toustou,BRIVE,DUEL,1,2.0
11,Alessia,Coste,BRIVE,DUEL,1,1.0
13,Zoe,Pages,BRIVE,DUEL,1,1.0
14,Mado,Bidard,BRIVE,DUEL,1,1.0
1,Cléa,Vauloup,BRIVE,DUEL,2,5.0
2,Manon,Marchesin,BRIVE,DUEL,2,8.0
3,Malia,Taofifenua,BRIVE,DUEL,2,9.0
4,Adèle,Lachurie,BRIVE,DUEL,2,10.0
5,Candice,Barret,BRIVE,DUEL,2,5.0
6,Moea,Lickel,BRIVE,DUEL,2,2.0
7,Zoe,Toustou,BRIVE,DUEL,2,3.0
8,Lise,Llach,BRIVE,DUEL,2,5.0
9,Alice,Henaux,BRIVE,DUEL,2,1.0
10,Heloïse,Seletti,BRIVE,DUEL,2,1.0
11,Alessia,Coste,BRIVE,DUEL,2,6.0
12,Maelys,Onillon,BRIVE,DUEL,2,6.0
13,Zoe,Pages,BRIVE,DUEL,2,7.0
14,Mado,Bidard,BRIVE,DUEL,2,5.0
15,Jade,Guindé,BRIVE,DUEL,2,5.0
16,Arwen,Lavuia,BRIVE,DUEL,2,1.0
18,Elsa,Moutinho,BRIVE,DUEL,2,2.0
19,Eva,Sundheimer,BRIVE,DUEL,2,1.0
20,Alexia,Cazalbou,BRIVE,DUEL,2,2.0
22,Charlotte,Quilici,BRIVE,DUEL,2,3.0
23,Lisa,Montoux,BRIVE,DUEL,2,1.0
2,Manon,Marchesin,BRIVE,DUEL,3,4.0
3,Malia,Taofifenua,BRIVE,DUEL,3,4.0
4,Adèle,Lachurie,BRIVE,DUEL,3,1.0
5,Candice,Barret,BRIVE,DUEL,3,3.0
7,Zoe,Toustou,BRIVE,DUEL,3,2.0
8,Lise,Llach,BRIVE,DUEL,3,1.0
9,Alice,Henaux,BRIVE,DUEL,3,1.0
11,Alessia,Coste,BRIVE,DUEL,3,1.0
12,Maelys,Onillon,BRIVE,DUEL,3,3.0
13,Zoe,Pages,BRIVE,DUEL,3,4.0
14,Mado,Bidard,BRIVE,DUEL,3,5.0
15,Jade,Guindé,BRIVE,DUEL,3,3.0
21,Pauline,Joigneaux,BRIVE,DUEL,3,1.0
22,Charlotte,Quilici,BRIVE,DUEL,3,3.0
13,Zoe,Pages,BRIVE,PASSE,0,1.0
21,Pauline,Joigneaux,BRIVE,PASSE,0,1.0
3,Malia,Taofifenua,BRIVE,PASSE,1,1.0
5,Candice,Barret,BRIVE,PASSE,1,1.0
8,Lise,Llach,BRIVE,PASSE,1,1.0
5,Candice,Barret,BRIVE,PASSE,2,2.0
9,Alice,Henaux,BRIVE,PASSE,2,1.0
10,Heloïse,Seletti,BRIVE,PASSE,2,1.0
12,Maelys,Onillon,BRIVE,PASSE,2,3.0
14,Mado,Bidard,BRIVE,PASSE,2,2.0
15,Jade,Guindé,BRIVE,PASSE,2,2.0
20,Alexia,Cazalbou,BRIVE,PASSE,2,2.0
1,Cléa,Vauloup,BRIVE,PASSE,3,1.0
2,Manon,Marchesin,BRIVE,PASSE,3,2.0
4,Adèle,Lachurie,BRIVE,PASSE,3,3.0
5,Candice,Barret,BRIVE,PASSE,3,5.0
6,Moea,Lickel,BRIVE,PASSE,3,2.0
7,Zoe,Toustou,BRIVE,PASSE,3,2.0
8,Lise,Llach,BRIVE,PASSE,3,1.0
9,Alice,Henaux,BRIVE,PASSE,3,43.0
10,Heloïse,Seletti,BRIVE,PASSE,3,16.0
11,Alessia,Coste,BRIVE,PASSE,3,3.0
12,Maelys,Onillon,BRIVE,PASSE,3,11.0
13,Zoe,Pages,BRIVE,PASSE,3,1.0
14,Mado,Bidard,BRIVE,PASSE,3,1.0
15,Jade,Guindé,BRIVE,PASSE,3,5.0
20,Alexia,Cazalbou,BRIVE,PASSE,3,16.0
21,Pauline,Joigneaux,BRIVE,PASSE,3,2.0
22,Charlotte,Quilici,BRIVE,PASSE,3,1.0
3,Malia,Taofifenua,BRIVE,PLAQUAGE,0,1.0
5,Candice,Barret,BRIVE,PLAQUAGE,0,1.0
8,Lise,Llach,BRIVE,PLAQUAGE,0,1.0
12,Maelys,Onillon,BRIVE,PLAQUAGE,0,2.0
13,Zoe,Pages,BRIVE,PLAQUAGE,0,5.0
14,Mado,Bidard,BRIVE,PLAQUAGE,0,1.0
16,Arwen,Lavuia,BRIVE,PLAQUAGE,0,3.0
17,Justine,Pradel,BRIVE,PLAQUAGE,0,2.0
18,Elsa,Moutinho,BRIVE,PLAQUAGE,0,1.0
20,Alexia,Cazalbou,BRIVE,PLAQUAGE,0,2.0
21,Pauline,Joigneaux,BRIVE,PLAQUAGE,0,1.0
23,Lisa,Montoux,BRIVE,PLAQUAGE,0,2.0
2,Manon,Marchesin,BRIVE,PLAQUAGE,1,1.0
4,Adèle,Lachurie,BRIVE,PLAQUAGE,1,1.0
6,Moea,Lickel,BRIVE,PLAQUAGE,1,2.0
8,Lise,Llach,BRIVE,PLAQUAGE,1,2.0
9,Alice,Henaux,BRIVE,PLAQUAGE,1,2.0
10,Heloïse,Seletti,BRIVE,PLAQUAGE,1,1.0
11,Alessia,Coste,BRIVE,PLAQUAGE,1,3.0
12,Maelys,Onillon,BRIVE,PLAQUAGE,1,5.0
13,Zoe,Pages,BRIVE,PLAQUAGE,1,8.0
14,Mado,Bidard,BRIVE,PLAQUAGE,1,2.0
16,Arwen,Lavuia,BRIVE,PLAQUAGE,1,4.0
18,Elsa,Moutinho,BRIVE,PLAQUAGE,1,1.0
19,Eva,Sundheimer,BRIVE,PLAQUAGE,1,1.0
23,Lisa,Montoux,BRIVE,PLAQUAGE,1,1.0
1,Cléa,Vauloup,BRIVE,PLAQUAGE,2,3.0
2,Manon,Marchesin,BRIVE,PLAQUAGE,2,1.0
3,Malia,Taofifenua,BRIVE,PLAQUAGE,2,3.0
4,Adèle,Lachurie,BRIVE,PLAQUAGE,2,4.0
6,Moea,Lickel,BRIVE,PLAQUAGE,2,7.0
8,Lise,Llach,BRIVE,PLAQUAGE,2,4.0
9,Alice,Henaux,BRIVE,PLAQUAGE,2,1.0
12,Maelys,Onillon,BRIVE,PLAQUAGE,2,6.0
13,Zoe,Pages,BRIVE,PLAQUAGE,2,6.0
14,Mado,Bidard,BRIVE,PLAQUAGE,2,2.0
16,Arwen,Lavuia,BRIVE,PLAQUAGE,2,1.0
17,Justine,Pradel,BRIVE,PLAQUAGE,2,4.0
18,Elsa,Moutinho,BRIVE,PLAQUAGE,2,3.0
19,Eva,Sundheimer,BRIVE,PLAQUAGE,2,1.0
21,Pauline,Joigneaux,BRIVE,PLAQUAGE,2,1.0
23,Lisa,Montoux,BRIVE,PLAQUAGE,2,1.0
1,Cléa,Vauloup,BRIVE,PLAQUAGE,3,2.0
4,Adèle,Lachurie,BRIVE,PLAQUAGE,3,1.0
6,Moea,Lickel,BRIVE,PLAQUAGE,3,1.0
8,Lise,Llach,BRIVE,PLAQUAGE,3,4.0
9,Alice,Henaux,BRIVE,PLAQUAGE,3,1.0
12,Maelys,Onillon,BRIVE,PLAQUAGE,3,2.0
13,Zoe,Pages,BRIVE,PLAQUAGE,3,1.0
16,Arwen,Lavuia,BRIVE,PLAQUAGE,3,1.0
17,Justine,Pradel,BRIVE,PLAQUAGE,3,1.0
23,Lisa,Montoux,BRIVE,PLAQUAGE,3,2.0
1,Cléa,Vauloup,BRIVE,RUCK,0,1.0
3,Malia,Taofifenua,BRIVE,RUCK,0,2.0
4,Adèle,Lachurie,BRIVE,RUCK,0,4.0
5,Candice,Barret,BRIVE,RUCK,0,2.0
7,Zoe,Toustou,BRIVE,RUCK,0,1.0
8,Lise,Llach,BRIVE,RUCK,0,3.0
9,Alice,Henaux,BRIVE,RUCK,0,1.0
10,Heloïse,Seletti,BRIVE,RUCK,0,1.0
11,Alessia,Coste,BRIVE,RUCK,0,1.0
14,Mado,Bidard,BRIVE,RUCK,0,2.0
18,Elsa,Moutinho,BRIVE,RUCK,0,1.0
20,Alexia,Cazalbou,BRIVE,RUCK,0,1.0
22,Charlotte,Quilici,BRIVE,RUCK,0,1.0
18,Elsa,Moutinho,BRIVE,RUCK,1,1.0
22,Charlotte,Quilici,BRIVE,RUCK,1,1.0
1,Cléa,Vauloup,BRIVE,RUCK,2,2.0
2,Manon,Marchesin,BRIVE,RUCK,2,1.0
4,Adèle,Lachurie,BRIVE,RUCK,2,1.0
6,Moea,Lickel,BRIVE,RUCK,2,2.0
10,Heloïse,Seletti,BRIVE,RUCK,2,1.0
11,Alessia,Coste,BRIVE,RUCK,2,1.0
1,Cléa,Vauloup,BRIVE,RUCK,3,13.0
2,Manon,Marchesin,BRIVE,RUCK,3,4.0
3,Malia,Taofifenua,BRIVE,RUCK,3,5.0
4,Adèle,Lachurie,BRIVE,RUCK,3,8.0
5,Candice,Barret,BRIVE,RUCK,3,5.0
6,Moea,Lickel,BRIVE,RUCK,3,15.0
7,Zoe,Toustou,BRIVE,RUCK,3,6.0
8,Lise,Llach,BRIVE,RUCK,3,10.0
9,Alice,Henaux,BRIVE,RUCK,3,1.0
10,Heloïse,Seletti,BRIVE,RUCK,3,3.0
11,Alessia,Coste,BRIVE,RUCK,3,5.0
12,Maelys,Onillon,BRIVE,RUCK,3,7.0
13,Zoe,Pages,BRIVE,RUCK,3,5.0
14,Mado,Bidard,BRIVE,RUCK,3,2.0
15,Jade,Guindé,BRIVE,RUCK,3,2.0
17,Justine,Pradel,BRIVE,RUCK,3,1.0
20,Alexia,Cazalbou,BRIVE,RUCK,3,1.0
22,Charlotte,Quilici,BRIVE,RUCK,3,2.0
23,Lisa,Montoux,BRIVE,RUCK,3,1.0
20,Alexia,Cazalbou,BRIVE,JAP,0,1.0
20,Alexia,Cazalbou,BRIVE,JAP,1,1.0
15,Jade,Guindé,BRIVE,JAP,2,1.0
20,Alexia,Cazalbou,BRIVE,JAP,2,1.0
14,Mado,Bidard,BRIVE,JAP,3,1.0
15,Jade,Guindé,BRIVE,JAP,3,1.0
20,Alexia,Cazalbou,BRIVE,JAP,3,2.0
21,Pauline,Joigneaux,BRIVE,JAP,3,1.0
1,Cléa,Vauloup,BRIVE,RECEPTION JAP,0,1.0
7,Zoe,Toustou,BRIVE,RECEPTION JAP,0,1.0
11,Alessia,Coste,BRIVE,RECEPTION JAP,0,2.0
16,Arwen,Lavuia,BRIVE,RECEPTION JAP,0,1.0
14,Mado,Bidard,BRIVE,RECEPTION JAP,1,1.0
15,Jade,Guindé,BRIVE,RECEPTION JAP,1,1.0
11,Alessia,Coste,BRIVE,RECEPTION JAP,2,1.0
1,Cléa,Vauloup,BRIVE,RECEPTION JAP,3,1.0
4,Adèle,Lachurie,BRIVE,RECEPTION JAP,3,1.0
13,Zoe,Pages,BRIVE,RECEPTION JAP,3,1.0
15,Jade,Guindé,BRIVE,RECEPTION JAP,3,2.0
18,Elsa,Moutinho,BRIVE,RECEPTION JAP,3,1.0
